Accession,Uniprot,Full.Uniprot,Description,R1.X127_N.126,R2X127_N.126,R1.X127_C.126,R1.X128_N.126,R2X127_C.126,R2X128_N.126,R1.X128_C.126,R1.X129_N.126,R2X128_C.126,R2X129_N.126,R1.X129_C.126,R1.X130_N.126,R2X129_C.126,R2X130_N.126,R1.X130_C.126,R1.X131.126,R2X130_C.126,R2X131.126
125553822,Q5VPR6,tr|Q5VPR6|Q5VPR6_ORYSJ,Os06g0118700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0118700 PE=2 SV=1,1.121,1.098,1.021,1.142,1.025,0.984,0.627,0.661,0.649,0.762,0.743,0.991,0.785,0.819,1.341,1.017,1.36,1.152
125555716,B9FTR2,tr|B9FTR2|B9FTR2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21675 PE=3 SV=1,1.044,1.067,1.062,0.992,1.053,1.084,0.694,0.746,0.699,0.772,0.915,0.937,0.934,0.935,1.128,1,1.048,0.928
125557818,Q8GRK6,tr|Q8GRK6|Q8GRK6_ORYSJ,Os07g0243150 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0418E08.140 PE=4 SV=1,0.959,1.056,0.802,0.948,0.854,0.968,0.708,0.766,0.694,0.625,0.754,0.899,0.818,0.907,0.862,1.007,0.881,1.015
125558389,Q6ZHK4,tr|Q6ZHK4|Q6ZHK4_ORYSJ,Os07g0491900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0038F10.103 PE=4 SV=1,0.954,1.115,1.305,1.147,1.196,1.295,0.912,0.902,0.964,1.156,1.226,1.313,1.21,1.059,1.106,1.109,1.134,1.078
125558478,Q6Z4A7,sp|Q6Z4A7|APR1_ORYSJ,"Probable 5'-adenylylsulfate reductase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=APR1 PE=2 SV=1",1.034,1.278,1.018,0.821,0.927,0.876,0.658,0.577,0.818,0.651,0.96,1.084,0.908,0.983,0.867,1.36,0.853,1.225
125559927,Q0J8G4,sp|Q0J8G4|SCRK2_ORYSJ,Fructokinase-2 OS=Oryza sativa subsp. japonica OX=39947 GN=FRK2 PE=1 SV=1,1.234,1.129,1.092,1.186,1.089,0.891,0.83,0.919,0.768,1.047,0.889,0.947,0.878,1.08,1.055,1.24,1.068,1.074
125580720,A3A2W2,sp|A3A2W2|CSPLO_ORYSJ,CASP-like protein 4A2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0134500 PE=2 SV=2,0.886,1.012,1.034,0.918,0.951,0.996,0.822,0.657,0.778,0.849,0.865,0.949,0.885,0.818,1.136,0.873,1.123,1.045
125583193,A3A9Y5,tr|A3A9Y5|A3A9Y5_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07863 PE=3 SV=1,1.215,1.23,0.917,1.001,0.955,1.079,0.8,0.719,0.84,0.754,0.898,1.135,0.83,1.364,0.909,1.229,0.903,1.007
125584288,Q2R776,tr|Q2R776|Q2R776_ORYSJ,"Endo-1,31,4-beta-D-glucanase, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g17540 PE=4 SV=1",1.283,1.06,1.05,1.076,1.04,0.906,0.78,0.748,0.813,0.939,1.078,0.996,1.083,1.268,1.066,1.291,1.098,1.042
125587933,A3AMQ8,tr|A3AMQ8|A3AMQ8_ORYSJ,Str_synth domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12584 PE=4 SV=1,1.176,1.156,1.16,1.24,1.203,1.124,0.808,0.942,0.823,1.116,0.993,0.965,0.995,0.941,1.272,1.062,1.268,1.066
125587960,A3AMT5,tr|A3AMT5|A3AMT5_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12612 PE=4 SV=1,1.039,1.027,0.845,0.847,0.825,1.034,0.857,0.798,0.958,0.759,0.791,0.87,0.903,0.805,0.942,1.056,0.959,1.029
125591970,A3AYD1,tr|A3AYD1|A3AYD1_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16531 PE=4 SV=1,0.983,0.926,1.016,1.032,0.988,0.912,0.821,0.803,0.839,0.842,0.907,0.894,0.933,0.848,1.152,0.972,1.06,1.03
125600270,A3BJV7,tr|A3BJV7|A3BJV7_ORYSJ,Glycosyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24286 PE=3 SV=1,0.987,1.208,0.912,0.965,0.893,1.087,0.754,0.721,0.761,0.941,1.071,0.913,1.055,0.739,1.13,1.011,1.186,1.196
125600611,A3BKU8,tr|A3BKU8|A3BKU8_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24632 PE=4 SV=1,0.852,0.872,0.969,1.095,0.999,0.895,0.755,0.722,0.822,0.799,0.807,0.827,0.875,0.857,0.789,0.992,0.853,0.895
125604306,A3BVP2,tr|A3BVP2|A3BVP2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_28254 PE=3 SV=1,0.816,1.039,0.486,0.53,0.565,0.68,0.604,0.623,0.61,0.6,0.499,0.479,0.592,0.734,0.749,0.659,0.717,0.988
215678989,Q10RT4,tr|Q10RT4|Q10RT4_ORYSJ,(RAP Annotation release2) Galactose-binding like domain containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g05320 PE=2 SV=1,0.982,0.896,1.019,1.033,0.911,0.821,0.834,0.805,0.707,0.616,1.015,0.922,0.913,0.946,1.038,0.907,0.995,1.006
215687350,B7E6T2,tr|B7E6T2|B7E6T2_ORYSJ,"cDNA clone:001-038-D09, full insert sequence OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",0.942,0.932,0.888,0.975,0.946,0.775,0.849,0.871,0.837,0.774,1.081,1.014,1.111,0.964,1.026,0.998,1.048,1.018
218186588,Q2QW32,tr|Q2QW32|Q2QW32_ORYSJ,"Leucine Rich Repeat family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g10740 PE=2 SV=1",0.939,0.86,0.677,0.781,0.843,0.675,0.588,0.458,0.607,0.513,0.393,0.576,0.864,0.606,0.847,0.568,0.979,1.012
218190501,B9F518,tr|B9F518|B9F518_ORYSJ,Tr-type G domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_06278 PE=4 SV=1,1.09,1.519,1.018,1.005,1.077,1.384,0.832,0.782,0.626,0.588,1.037,1.194,1.117,1.117,0.911,1.086,0.868,1.152
218190962,Q69SU2,tr|Q69SU2|Q69SU2_ORYSJ,Os02g0554100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0554100 PE=2 SV=1,1.153,1.111,1.031,1.132,1.072,0.976,0.923,1.016,0.798,0.896,1.062,0.965,1.12,1.034,1.29,1.139,1.299,1.252
218192300,Q8H069,tr|Q8H069|Q8H069_ORYSJ,Os03g0206700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0014O06.3 PE=3 SV=1,1.037,1.044,0.984,0.975,0.991,0.916,0.797,0.774,0.881,0.779,1.054,1.081,1.092,1.127,0.989,1.112,0.993,1.185
218192543,Q8W3J0,tr|Q8W3J0|Q8W3J0_ORYSJ,Os03g0278000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=UXS-3 PE=2 SV=1,1.153,1.156,1.329,1.361,1.268,1.024,0.86,0.976,0.768,0.918,1,1.05,0.999,1.121,1.203,1.231,1.081,0.907
218192575,Q10N28,tr|Q10N28|Q10N28_ORYSJ,Os03g0284600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17600 PE=4 SV=1,0.917,0.981,1.106,1.021,1.103,1.124,0.897,0.846,0.864,0.881,1.097,1.025,1.139,0.824,0.998,0.87,1.013,0.933
218193896,Q6F381,tr|Q6F381|Q6F381_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0021G19.16 PE=2 SV=1,0.985,0.899,1.032,1.027,1.007,0.87,0.707,0.71,0.654,0.612,1.039,1.013,1.011,0.755,1.147,1.075,0.985,0.93
218194810,B9FF16,tr|B9FF16|B9FF16_ORYSJ,Aamy domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_14706 PE=4 SV=1,1.012,1.126,1.063,0.92,1.082,1.273,0.84,0.844,0.875,0.863,1.299,1.155,1.335,0.912,1.079,0.924,1.117,1.061
218194867,Q7XQQ3,tr|Q7XQQ3|Q7XQQ3_ORYSJ,OSJNBa0084A10.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0084A10.2 PE=3 SV=1,1.013,1.06,0.722,0.728,0.693,0.992,0.898,0.775,0.882,0.757,0.958,0.939,1.028,1.242,1.051,0.959,1.066,1.053
218195015,B9FFL9,tr|B9FFL9|B9FFL9_ORYSJ,IGPS domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_15114 PE=3 SV=1,1.115,1.167,0.997,0.943,1.077,1.146,0.874,0.891,0.901,0.936,1.08,1.155,1.133,1.261,0.938,1.05,1.022,1.053
218195973,B9FM49,tr|B9FM49|B9FM49_ORYSJ,Histone H2A OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16877 PE=3 SV=1,0.965,1.093,1.02,0.888,1.063,0.86,0.843,0.771,0.745,0.793,1.004,1.121,1.058,0.972,1.009,0.865,1.024,1.105
218197314,B9G7K8,tr|B9G7K8|B9G7K8_ORYSJ,Tr-type G domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30772 PE=3 SV=1,1.058,1.065,0.912,0.923,0.948,0.955,0.795,0.824,0.85,0.813,0.914,0.98,0.937,0.932,0.91,0.933,0.904,0.945
218197641,A0A0P0Y3H3,tr|A0A0P0Y3H3|A0A0P0Y3H3_ORYSJ,Os11g0568750 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0568750 PE=4 SV=1,1.203,1.141,1.171,1.159,1.148,1.109,0.876,0.991,0.816,1.172,1.16,1.396,1.136,1.184,1.745,1.575,1.6,1.144
218197824,B9FS99,tr|B9FS99|B9FS99_ORYSJ,C2 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20645 PE=4 SV=1,1.138,1.22,1.291,1.36,1.469,1.274,0.843,0.976,0.861,1.042,1.2,1.162,1.245,1.61,1.199,1.3,1.308,1.238
218199240,B9FVY5,tr|B9FVY5|B9FVY5_ORYSJ,Plasma membrane ATPase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_23404 PE=3 SV=1,0.919,0.97,0.781,0.811,0.828,0.922,0.865,0.81,0.829,0.868,0.734,0.772,0.798,0.727,0.917,0.788,0.941,1.003
218200569,Q0J7M1,tr|Q0J7M1|Q0J7M1_ORYSJ,diacylglycerol kinase OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0178700 PE=2 SV=1,1.005,0.944,1.065,0.869,1.064,0.787,0.82,0.734,0.895,0.732,0.994,1.059,1.083,1.013,0.887,0.94,0.886,1.026
218201512,Q6YZE2,sp|Q6YZE2|GSA_ORYSJ,"Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=GSA PE=2 SV=1",1.143,1.058,0.926,0.962,0.963,0.995,0.788,0.834,0.795,0.891,0.899,1.031,0.891,1.1,0.875,1.129,0.886,0.998
222612577,B9G7X4,tr|B9G7X4|B9G7X4_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30984 PE=4 SV=1,0.917,0.975,1.06,1.142,1.012,1.107,0.976,0.931,1.031,1.21,1.065,1.089,1.04,1.211,1.495,1.115,1.37,1.173
222613060,B9G6E5,tr|B9G6E5|B9G6E5_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_31999 PE=4 SV=1,0.965,1.003,1.036,0.982,0.97,1.027,0.833,0.741,0.85,0.863,0.965,1.086,0.951,0.861,0.859,0.997,0.815,0.925
222613117,B9G6K2,tr|B9G6K2|B9G6K2_ORYSJ,PMEI domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32112 PE=4 SV=1,1.077,1.414,0.725,0.806,0.677,0.85,0.673,0.718,0.637,0.837,0.704,0.813,0.696,0.734,0.786,1.033,0.863,1.137
222613319,B9G754,tr|B9G754|B9G754_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32558 PE=3 SV=1,0.94,1,1.063,1.008,1.042,0.981,0.802,0.803,0.847,0.872,0.987,0.929,0.994,0.804,1.014,0.951,0.995,0.947
222615983,B9GAQ9,tr|B9GAQ9|B9GAQ9_ORYSJ,NB-ARC domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_33916 PE=3 SV=1,1.37,1.301,1.24,1.485,1.291,1.636,0.798,1.015,0.862,2.031,1.065,1.453,1.141,1.12,2.45,4.115,2.371,1.53
222617321,B9GDU6,tr|B9GDU6|B9GDU6_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_36559 PE=4 SV=1,0.981,1.057,1.166,1.2,1.233,1.153,1.087,0.998,1.087,0.843,0.887,0.898,0.887,1.069,1.265,0.92,1.296,1.294
222618070,B9EUL1,tr|B9EUL1|B9EUL1_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_01042 PE=4 SV=1,1.309,1.344,0.823,0.837,0.846,0.92,0.491,0.535,0.549,0.495,0.516,1.092,0.643,1.284,0.584,1.221,0.647,1.025
222618486,Q8W084,tr|Q8W084|Q8W084_ORYSJ,Os01g0382400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0382400 PE=2 SV=1,1.108,1.123,1.286,1.189,1.267,1.464,1.251,1.242,1.289,1.28,1.69,1.769,1.63,1.896,1.302,1.496,1.213,1.396
222623142,B9F0T2,tr|B9F0T2|B9F0T2_ORYSJ,UDPGT domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07321 PE=3 SV=1,1.112,1.375,1.169,1.175,1.185,1.283,0.864,0.873,0.771,1.161,1.03,0.918,1.093,1.023,1.326,1.14,1.412,1.217
222623469,B9F1V9,tr|B9F1V9|B9F1V9_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07974 PE=3 SV=1,1.033,1.091,1.116,1.059,1.135,1.049,0.775,0.798,0.859,1.081,0.912,0.863,0.926,1.069,1.231,1.187,1.14,1.036
222623626,B9F2K5,tr|B9F2K5|B9F2K5_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08284 PE=4 SV=1,1.028,0.954,0.978,0.966,0.929,0.821,0.881,0.843,0.822,0.754,0.862,0.965,0.91,0.816,0.865,0.865,0.85,0.872
222624895,B9F8C9,tr|B9F8C9|B9F8C9_ORYSJ,Peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10774 PE=3 SV=1,1.648,1.438,0.995,1.203,1.055,0.825,0.734,0.768,0.705,0.938,0.974,0.901,1.015,1.185,1.239,1.262,1.352,1.219
222625810,Q8LLN0,tr|Q8LLN0|Q8LLN0_ORYSJ,"Papain family cysteine protease containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0032E21.07 PE=3 SV=1",0.857,0.801,1.016,1.075,0.953,0.695,0.697,0.618,0.686,0.552,1.523,0.878,1.429,0.919,1.269,0.93,1.109,0.785
222631426,B9FHU8,tr|B9FHU8|B9FHU8_ORYSJ,Annexin OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18375 PE=3 SV=1,1.052,1.197,0.989,1.018,0.94,1.2,0.831,0.996,0.816,1.037,0.859,0.861,0.98,0.882,0.98,1.083,1.151,0.988
222632295,B9FH15,tr|B9FH15|B9FH15_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19271 PE=4 SV=1,0.96,0.891,1.096,1.007,1.018,0.931,0.877,0.817,0.89,0.814,1.085,1.074,1.052,1.074,1.064,1,0.968,0.842
222632739,B9FLV4,tr|B9FLV4|B9FLV4_ORYSJ,Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19728 PE=4 SV=1,0.99,1.124,1.002,1.024,1.033,1.098,0.899,0.915,0.945,0.858,0.957,0.851,1.069,1.016,1.079,1.12,1.15,1.166
222634949,B9FRH0,tr|B9FRH0|B9FRH0_ORYSJ,DUF1995 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20118 PE=4 SV=1,1.069,1.113,1.025,0.993,1.058,1.111,0.845,0.901,0.841,0.836,1.039,1.098,1.058,1.051,0.949,1.053,0.972,1.005
222635612,B9FTD3,tr|B9FTD3|B9FTD3_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21400 PE=4 SV=1,0.952,0.96,1.139,1.102,1.086,0.954,0.763,0.69,0.839,1.004,1.091,0.868,1.044,0.923,1.299,1.092,1.325,1.116
222636128,B9FQL8,tr|B9FQL8|B9FQL8_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_22445 PE=3 SV=1,0.964,1.052,1.091,0.921,1.068,1.058,0.868,0.783,0.825,0.755,1.279,1.319,1.176,1.137,1.037,0.633,1.08,1.017
222636888,Q8H367,tr|Q8H367|Q8H367_ORYSJ,Os07g0413800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0413800 PE=2 SV=1,0.891,0.931,1.474,1.258,1.338,1.19,0.639,0.549,0.814,0.849,0.577,0.586,0.74,0.773,0.839,1.087,0.902,0.889
222637559,B9FUI4,tr|B9FUI4|B9FUI4_ORYSJ,F-box domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25351 PE=4 SV=1,0.757,0.798,0.301,0.327,0.385,0.473,0.318,0.278,0.419,0.355,0.234,0.428,0.327,0.305,0.544,0.452,0.636,0.854
222639889,B9FZ04,tr|B9FZ04|B9FZ04_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25992 PE=3 SV=1,0.684,0.998,0.975,1.013,0.957,0.742,0.57,0.545,0.547,0.501,0.63,0.832,0.522,0.742,0.987,0.957,0.965,0.948
222640041,B9FZF6,tr|B9FZF6|B9FZF6_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_26297 PE=3 SV=1,1.051,1.088,0.952,0.95,1.085,1.157,0.847,0.737,0.85,0.97,1.096,1.196,1.06,0.86,1.107,1.138,1.205,1.055
222640652,B9G167,tr|B9G167|B9G167_ORYSJ,D-3-phosphoglycerate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27507 PE=3 SV=1,1.016,1.024,1.048,1.055,1.093,0.944,0.91,0.946,0.948,0.828,1.046,1.034,1.039,0.98,1.129,1.089,1.129,1.109
297596400,Q0JP95,tr|Q0JP95|Q0JP95_ORYSJ,Os01g0235100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0235100 PE=4 SV=1,1.027,1.132,1.159,1.08,1.197,1.444,0.811,0.665,0.946,1.048,1.186,1.216,1.113,1.138,0.937,1.254,1.185,1.17
297600966,Q0DRP7,tr|Q0DRP7|Q0DRP7_ORYSJ,Os03g0366000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0366000 PE=3 SV=2,0.901,0.843,0.903,0.852,0.856,0.834,0.828,0.83,0.819,0.835,1.026,0.947,1.049,0.969,1.009,0.804,1.051,0.887
297604606,Q60EL7,tr|Q60EL7|Q60EL7_ORYSJ,Os05g0456300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0456300 PE=4 SV=1,1.331,1.352,0.954,1.082,1.006,0.967,0.722,1.023,0.69,1.274,0.853,0.895,0.832,1.171,1.148,1.319,1.221,1.17
297607383,A3BKR0,tr|A3BKR0|A3BKR0_ORYSJ,Os07g0539400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0539400 PE=3 SV=1,1.105,1.116,1.148,1.188,1.126,1.172,1.044,0.917,1.085,1.123,0.964,1.229,1.006,1.109,1.467,1.144,1.37,1.283
297608863,Q84QW4,tr|Q84QW4|Q84QW4_ORYSJ,Os08g0524400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1191_A10.104 PE=4 SV=1,1.161,1.172,1.067,1.057,1.118,1.254,0.755,0.68,0.821,1.187,0.912,1.089,0.875,1.144,1.156,1.086,1.33,1.144
297721335,C7IY39,tr|C7IY39|C7IY39_ORYSJ,Os02g0571100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0571100 PE=3 SV=1,0.952,1.024,1.044,1.066,1.13,1.076,0.878,0.872,0.755,0.801,0.857,0.936,1.009,0.909,0.921,1.028,1.087,1.152
297728629,Q2R0I1,tr|Q2R0I1|Q2R0I1_ORYSJ,Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g42500 PE=3 SV=1,1.996,1.707,0.893,1.078,0.82,0.983,0.659,0.814,0.679,1.029,0.828,1.032,0.765,1.507,1.489,1.44,1.414,1.501
353558690,A3BKF2,sp|A3BKF2|LTD_ORYSJ,Protein LHCP TRANSLOCATION DEFECT OS=Oryza sativa subsp. japonica OX=39947 GN=LTD PE=2 SV=1,1.04,0.927,0.953,0.872,0.891,0.83,0.678,0.709,0.705,0.826,0.907,0.952,0.893,1.152,0.927,0.919,0.846,0.832
393794489,I7HDC2,tr|I7HDC2|I7HDC2_ORYSJ,Putative wall-associated protein kinase OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0018L01.21 PE=4 SV=1,1.052,0.903,1.37,1.198,1.447,1.492,1.087,0.924,0.901,0.872,1.3,1.481,1.441,0.884,1.165,0.777,1.19,0.987
8096327,Q9LWJ2,tr|Q9LWJ2|Q9LWJ2_ORYSJ,Putative cystathionine beta-lyase OS=Oryza sativa subsp. japonica OX=39947 GN=P0015E04.31 PE=3 SV=1,0.994,0.995,1.203,1.165,1.215,1.096,0.922,0.991,0.918,0.991,1.044,0.953,0.805,0.809,0.972,1.108,0.911,0.971
52353472,Q65X81,tr|Q65X81|Q65X81_ORYSJ,Putative cytochrome P450 OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1579_G03.1 PE=3 SV=1,0.961,0.96,1.259,1.253,1.221,1.019,0.842,0.936,1.006,0.997,1.039,1.072,0.98,1.033,0.994,0.86,1.022,0.939
115448225,Q5SMT0,tr|Q5SMT0|Q5SMT0_ORYSJ,GTPase activating protein-like OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0709800 PE=2 SV=1,0.93,1.001,1.114,1.151,1.045,1.156,1.166,1.118,1.188,1.164,1.002,0.955,1.069,1.052,1.156,1.056,1.079,1.081
115451655,Q8H7S6,tr|Q8H7S6|Q8H7S6_ORYSJ,Putative trehalose-6-phosphate synthase OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0081P02.5 PE=4 SV=1,0.923,0.914,1.377,1.252,1.203,1.211,1.232,1.192,1.227,1.275,1.263,1.152,1.176,0.946,1.203,0.984,1.124,0.902
115463181,Q5W6F1,tr|Q5W6F1|Q5W6F1_ORYSJ,Cinnamate-4-hydroxylase OS=Oryza sativa subsp. japonica OX=39947 GN=OsC4HL PE=2 SV=1,0.916,1.178,1.605,1.309,1.484,1.321,1.336,1.51,1.288,1.435,1.24,0.962,1.193,1.18,1.338,1.025,1.265,0.995
115464739,Q60EJ3,tr|Q60EJ3|Q60EJ3_ORYSJ,"'putative 1,4-benzoquinone reductase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0501300 PE=2 SV=1",0.983,1.03,1.359,1.2,1.308,1.301,1.143,1.095,1.11,1.246,1.204,1.192,1.258,1.207,1.219,0.99,1.182,1.147
115465169,Q5TKQ1,tr|Q5TKQ1|Q5TKQ1_ORYSJ,Os05g0540900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0540900 PE=2 SV=1,0.917,0.914,1.155,1.154,1.205,1.064,1.002,1.001,1.02,1.311,0.775,0.793,0.779,0.99,0.955,0.732,0.841,1.096
115469270,Q67WR5,sp|Q67WR5|FCL2_ORYSJ,Putative GDP-L-fucose synthase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0652300 PE=3 SV=1,0.907,1.124,1.349,1.172,1.308,1.243,1.245,1.28,1.249,1.425,0.904,1.05,1.05,1.088,1.091,1.08,1.229,1.201
115477092,Q9XGP7,sp|Q9XGP7|OMT15_ORYSJ,Tricin synthase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=ROMT-15 PE=1 SV=1,1.001,1.038,1.712,1.61,1.883,1.278,1.09,1.261,1.19,1.527,1.099,1.046,1.038,1.397,1.282,1.15,1.215,0.893
115481220,Q10A46,tr|Q10A46|Q10A46_ORYSJ,"Alcohol dehydrogenase 2, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g07229 PE=2 SV=1",1.1,1.089,1.441,1.315,1.359,1.489,1.478,1.513,1.458,1.804,1.151,1.097,1.194,1.151,1.156,1.162,1.228,1.15
115484885,Q53Q17,tr|Q53Q17|Q53Q17_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g13750 PE=4 SV=1,1.178,1.141,1.736,1.862,1.928,1.466,1.319,1.006,1.483,1.402,1.06,1.447,1.143,1.478,1.456,1.391,1.622,1.331
115489172,Q2QND8,tr|Q2QND8|Q2QND8_ORYSJ,Os12g0569300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g38150 PE=2 SV=1,0.96,0.975,0.998,1.212,1.063,1.133,0.902,0.91,1.008,0.841,0.899,0.955,0.892,1.072,0.916,0.933,0.974,1.047
125538703,A0A0P0VGR3,tr|A0A0P0VGR3|A0A0P0VGR3_ORYSJ,Os02g0229400 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0229400 PE=3 SV=1,1.01,0.956,1.176,1.174,1.038,1.087,0.906,0.955,0.885,0.822,1.002,1.12,0.823,1.008,0.994,0.83,0.873,0.975
222619053,B9EYM2,tr|B9EYM2|B9EYM2_ORYSJ,Glutamine amidotransferase type-2 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_03025 PE=4 SV=1,1.018,1.127,1.272,1.14,1.32,1.135,1.103,1.279,1.02,1.095,1.016,1.062,0.906,0.999,1.003,1.074,1.05,0.947
11466771,E9KIM9,tr|E9KIM9|E9KIM9_ORYSJ,Photosystem II CP43 reaction center protein OS=Oryza sativa subsp. japonica OX=39947 GN=psbC PE=3 SV=1,0.943,0.895,0.942,0.874,0.952,0.889,0.854,0.892,0.839,0.749,1.117,1.238,1.099,0.992,0.822,0.77,0.811,0.886
11466795,E9KIP7,tr|E9KIP7|E9KIP7_ORYSJ,Ribulose bisphosphate carboxylase large chain OS=Oryza sativa subsp. japonica OX=39947 GN=rbcL PE=3 SV=1,0.96,0.941,0.903,0.908,0.91,0.873,0.779,0.806,0.789,0.775,0.932,1.053,0.934,0.861,0.735,0.864,0.763,0.908
11466819,P12123,sp|P12123|CYB6_ORYSJ,Cytochrome b6 OS=Oryza sativa subsp. japonica OX=39947 GN=petB PE=3 SV=1,0.932,0.899,0.99,0.982,1.039,0.962,0.887,0.902,0.869,0.757,0.989,0.982,1,0.933,0.837,0.733,0.88,0.827
